Nama_Ibu,Alamat,Kecamatan,Desa,Nomer_NIK,TB_Ibu,BB_Ibu,IMT,Usia_ibu,Pendidikan_Ibu,Pekerjaan_ibu,Pendidikan_AYAH,Pekerjaan_Ayah,Jumlah_PendapatanKeluarga,NominalGaji,Status_Pernikahan,UsiaPertamaMenikahIbu,Kepemilikan_KK,JumlahAnak,Nama_BADUTA,UsiaBaduta,JenisKelamin,PersalinanOleh,BB_Lahir,PanjangLahir,Riwayat_Imunisasi,RiwayatDiare_2mgguTerakhir,RiwayatISPA_2mgguTerakhir,Punya_AkteLahir,BB_Baduta,PB_Baduta,StatusGizi_Baduta,Baduta_Dapat_ASI_Ekslusif,Baduta_DapatMPASI,Baduta_DapatPMT,PMT_DihabiskanAtauTidak,AlasanMendapat_PMT,BadutaDitimbang_Minimal8x,Baduta_DapatZinc_saatDiare,PernahCacingan,PernahMinum_ObatCacing,Bumil_DapatFolat_Fe,Ibu_DapatKonseling_PromosiASI,Ibu_DapatKonseling_PromosiMPASI,Punya_Sal_AirBersih,Punya_Jamban,GunainJamban_BAB,Ada_SepticTank,IBU_CuciTanganSabun_SBLMMakan,IBU_CuciTanganSabun_SetelahBAB,Anak_CuciTanganSabun_SebelumMakan,Anak_CuciTanganSabun_SetelahBAB,Anak_GunakanAlasKakiSaatMAin,Ibu_DapatBantuanBeras,Kel_KonsumsiSayuran,Kel_KonsumsiBuahBuahan,AdaYAnKes_diRumahTinggal,CaraPergi_KePuskesmas,JarakRumahKeYANKES,IBU_PakaiKB,JenisKB,Kepemilikan_BPJS,KewajibanMendidikAnak,YangJagaAnak_SetiapHari,PAUD_SekitarRumah,IbuMenyekolahkanAnak_KePAUD,Ibu_DapatInformasi_Gizi,Status_Stunting
Florentia Smeal,54 Mifflin Alley,Texas,United States,,159,80,3,28,4,1,4,2,2,6000000,1,25,1,1,Florentia Smeal,22,1,1,3500,49,1,2,1,1,15,83,4,2,1,1,1,Rewel,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,"0,5 km",1,IUD,1,1,1,1,1,1,Stunting
Noellyn Spata,14 Fuller Hill,Pennsylvania,United States,,138,44,2,32,2,1,2,1,#NULL!,1200000,1,19,1,3,Noellyn Spata,18,1,1,2800,45,2,2,1,1,8.8,75,2,1,2,2,1,,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,"1,5 km",1,Suntik,1,1,1,2,2,2,Stunting
Phillis Farfull,09 Hintze Center,Washington,United States,,152,58,3,29,3,1,2,2,1,2000000,1,20,2,2,Phillis Farfull,6,1,1,3000,48,1,1,1,2,7,68,2,1,1,2,1,,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,"0,3 km",1,Suntik,1,1,1,1,1,1,Stunting
Hinda Jack,5 Sunbrook Drive,Illinois,United States,,140,55,1,27,2,1,2,1,1,1000000,1,25,1,1,Hinda Jack,9,2,1,3500,51,1,2,1,1,7.9,65,3,2,2,1,2,menambah gizi,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,5 km,1,Pil,2,1,1,1,1,1,Stunting
Les Boundley,426 David Circle,Utah,United States,,149,75,3,33,1,1,2,1,1,#NULL!,1,18,1,3,Les Boundley,5,2,1,4200,48,1,2,1,1,6.2,64,3,1,2,2,2,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Avery Bacchus,03973 Northridge Terrace,Michigan,United States,,150,48,2,22,2,1,2,2,1,1000000,1,17,1,1,Avery Bacchus,11,2,1,3500,56,1,1,1,1,9,74,3,1,1,1,1,,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,"0,2 km",1,suntik,1,1,1,1,1,1,Tidak Stunting
Lev Yantsev,89 East Crossing,Arizona,United States,,#NULL!,#NULL!,#NULL!,30,3,2,2,2,2,3000000,1,28,#NULL!,1,Lev Yantsev,6,2,1,2900,39,1,2,2,1,6.4,64,3,2,1,1,1,ASI tidak keluar,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,"0,3 km",1,Suntik,1,1,1,1,1,2,Tidak Stunting
Annora Espinoza,14193 East Crossing,Missouri,United States,,146,82,3,26,2,1,2,1,1,1000000,1,16,1,2,Annora Espinoza,15,1,1,2700,48,2,2,1,1,9.8,75,3,1,1,2,2,agar tidak rewel,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,"0,25 km",1,Suntik,1,1,1,1,1,1,Tidak Stunting
Lena Minards,1 Kropf Alley,Louisiana,United States,,155,65,3,27,3,1,1,4,2,5000000,1,21,0,2,Lena Minards,19,1,1,3600,50,1,2,2,1,13,85,3,1,1,1,1,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"0,5 km",2,,1,1,1,1,1,1,Tidak Stunting
Othella Arni,41698 Talisman Alley,California,United States,,152,69,3,29,2,1,3,1,2,3000000,1,21,1,2,Othella Arni,23,1,1,3200,49,1,2,1,1,8,79,3,1,1,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,1 km",1,Suntik,2,1,1,2,2,1,Tidak Stunting
Celestia Pasticznyk,3 Comanche Road,Missouri,United States,,152,72,3,34,1,2,1,2,2,3000000,1,16,1,3,Celestia Pasticznyk,23,1,1,#NULL!,#NULL!,1,2,1,2,#NULL!,#NULL!,3,1,1,1,1,keluarga krg mampu,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3 km,1,pil,1,1,1,1,1,1,Stunting
Quillan Reggio,3247 Oriole Road,California,United States,,140,56,3,40,1,1,1,2,1,#NULL!,1,16,1,4,Quillan Reggio,20,1,1,2100,#NULL!,1,2,1,1,7,7.5,1,2,2,1,1,supaya tidak nangi,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,"0,25 km",1,Suntik,2,1,1,2,2,1,Stunting
Melvin Bamford,45 Northland Plaza,California,United States,,151,63,3,32,2,1,1,1,#NULL!,800000,1,23,1,3,Melvin Bamford,16,2,1,3500,47,2,2,1,1,9.3,78,3,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,"1,5 km",2,,1,1,1,1,1,2,Tidak Stunting
Audrye Shepard,49511 Hansons Center,Illinois,United States,,#NULL!,#NULL!,#NULL!,27,2,2,1,1,2,4200000,1,17,1,1,Audrye Shepard,7,2,1,3800,#NULL!,2,2,1,1,8.5,68,3,2,1,1,2,posyandu,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,"0,5 km",1,suntik,1,1,1,1,1,1,Tidak Stunting
Yardley Baudacci,27297 Macpherson Parkway,Texas,United States,,140,40,2,23,3,1,2,1,1,1000000,#NULL!,22,1,1,Yardley Baudacci,8,2,#NULL!,3500,#NULL!,2,#NULL!,#NULL!,#NULL!,7.5,68,3,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,"0,5 km",1,suntik,2,1,1,1,2,1,Tidak Stunting
Charleen Manclark,500 Meadow Vale Crossing,California,United States,,137,70,3,36,1,1,1,2,1,2000000,1,21,2,3,Charleen Manclark,15,2,1,3000,40,2,2,1,2,8.1,72,2,1,1,2,1,,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1 km,1,Pil,2,1,1,1,1,1,Stunting
Barbey Bertelmot,540 Lukken Trail,Iowa,United States,,152,41,2,20,3,2,1,1,#NULL!,40000000,1,19,1,1,Barbey Bertelmot,6,1,1,3500,46,2,1,1,2,8.2,18,3,1,1,2,1,,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1 km,1,Suntik,1,1,1,1,1,2,Tidak Stunting
Laural Risely,9 Mesta Road,Ohio,United States,3.60E+15,154,84,3,28,3,1,3,1,2,3000000,1,20,1,2,Laural Risely,6,2,1,3500,49,2,2,1,1,6.4,65,2,1,2,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,"0,2 km",1,Suntik,1,1,1,1,1,1,Tidak Stunting
Mandie Abela,90908 Debs Parkway,North Carolina,United States,,#NULL!,67,#NULL!,35,1,1,1,1,1,500000,1,19,1,3,Mandie Abela,8,2,1,3000,49,#NULL!,#NULL!,#NULL!,#NULL!,7.2,65,3,1,1,1,2,supaya tambah seha,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1 km,1,Implant,2,1,1,1,1,1,Tidak Stunting
Thorstein Roncelli,6 Texas Pass,Colorado,United States,,146,56,3,20,2,1,2,1,1,#NULL!,1,19,2,1,Thorstein Roncelli,1.5,1,1,4000,48,1,2,2,2,5.6,59,3,1,2,2,1,,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,10 km,1,Suntik,1,1,1,1,1,2,Tidak Stunting
Finn Pottage,173 Continental Park,Arizona,United States,3.60E+15,155,36,1,21,3,1,2,1,1,1400000,#NULL!,20,2,1,Finn Pottage,13,2,1,2200,42,1,2,1,2,8.9,74.5,3,2,1,1,1,kemauan anak,1,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,1,"0,02 km",1,Implan,1,1,1,1,1,2,Tidak Stunting
Meta Pentecust,431 Fulton Plaza,District of Columbia,United States,,151,44,2,33,1,1,3,1,1,2000000,1,#NULL!,1,2,Meta Pentecust,14,2,1,3800,53,2,2,2,#NULL!,10,81,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Anthe Denmead,7766 7th Junction,Texas,United States,,136,58,3,31,1,1,3,2,2,3900000,1,25,1,2,Anthe Denmead,1,1,1,3500,#NULL!,1,2,2,2,4.2,54.5,2,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2 km,2,,1,1,1,2,2,1,Tidak Stunting
Erin Batho,24 Gina Street,South Dakota,United States,3.60E+15,159,75,3,32,1,1,2,1,1,900000,1,17,1,3,Erin Batho,7,1,1,3400,47,1,2,1,#NULL!,6.8,67,3,1,1,1,1,1,#NULL!,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,"0,1 km",1,Suntik,2,1,1,1,1,2,Tidak Stunting
Derry Royds,3281 Dapin Parkway,New York,United States,,151,45,2,42,3,1,3,2,2,3000000,1,21,1,1,Derry Royds,4,1,1,29900,#NULL!,2,2,2,2,6,59.5,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Vinny Dewar,325 Fordem Center,Louisiana,United States,,153,67,3,47,2,1,2,1,#NULL!,#NULL!,1,25,1,4,Vinny Dewar,6,1,#NULL!,2700,46,1,2,2,2,8.5,68,3,1,2,2,#NULL!,1,#NULL!,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1 km,1,Suntik,2,1,1,1,1,2,Tidak Stunting
Jsandye Morten,05 Stang Lane,Florida,United States,,138,55,3,35,1,1,1,1,2,2500000,1,18,1,3,Jsandye Morten,19,1,1,3000,49,2,1,1,1,7,72,2,1,1,1,#NULL!,1,#NULL!,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1 km,1,Suntik,1,1,1,1,2,1,Stunting
Fayina Monelli,07230 Tomscot Way,North Carolina,United States,,148,46,2,28,1,1,1,1,#NULL!,300000,1,17,1,4,Fayina Monelli,17,1,1,2900,53,1,2,2,1,9.6,79,3,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,"0,5 km",2,,2,1,1,1,1,2,Stunting
Damian Championnet,6 Hanson Lane,Utah,United States,,147,52,2,23,2,1,2,1,1,500000,1,17,#NULL!,3,Damian Championnet,10,2,1,2500,45,2,1,1,2,7.4,70.5,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2 km,1,Suntik,2,1,1,2,2,2,Tidak Stunting
Timofei Ablewhite,09 Scoville Hill,Colorado,United States,,150,64,3,27,2,1,1,2,1,#NULL!,1,20,1,2,Timofei Ablewhite,3,1,1,4200,49,1,2,2,2,6.6,66,3,1,2,2,#NULL!,1,#NULL!,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1 km,1,Suntik,1,1,1,2,1,2,Tidak Stunting
Chico Birdwhistell,27266 Katie Way,Alabama,United States,,145,46,2,25,3,1,3,1,2,5000000,1,25,1,1,Chico Birdwhistell,2,2,1,3700,48,1,1,2,2,5,59,3,1,1,1,1,1,#NULL!,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"0,2 km",1,Suntik,1,1,1,1,1,1,Tidak Stunting
Mattias Arnolds,095 Springview Junction,Minnesota,United States,,138,49,3,38,1,1,1,1,1,#NULL!,1,15,1,4,Mattias Arnolds,14,1,1,3500,48,2,1,1,#NULL!,11,71,3,1,1,2,#NULL!,1,#NULL!,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,"0,5 km",2,,1,1,1,1,2,2,Stunting
Arabela Romanski,542 Amoth Circle,Kentucky,United States,,151,41,1,19,2,1,2,2,1,500000,1,17,1,1,Arabela Romanski,15,1,2,3000,#NULL!,2,2,1,2,9.4,74,3,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 km,1,Suntik,1,1,1,1,1,2,Stunting
Malynda Bardell,051 Stang Center,Texas,United States,,150,56,2,38,1,1,2,1,1,600000,1,26,1,3,Malynda Bardell,3,2,2,3500,#NULL!,1,1,2,2,5.5,59,3,1,1,1,#NULL!,1,#NULL!,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"0,1 km",1,Suntik,1,1,1,1,1,1,Tidak Stunting
Roobbie Matiewe,150 Green Ridge Alley,California,United States,,#NULL!,#NULL!,#NULL!,#NULL!,4,2,3,2,#NULL!,#NULL!,1,#NULL!,1,2,Roobbie Matiewe,20,2,1,#NULL!,#NULL!,1,2,1,1,8.6,75,3,1,2,1,1,1,#NULL!,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5 km,1,Suntik,1,1,1,1,1,1,Stunting
Gibby Paulisch,5 Ramsey Center,Virginia,United States,3.60E+15,148,41,2,26,1,1,2,2,1,500000,1,19,1,2,Gibby Paulisch,24,#NULL!,#NULL!,3500,48,2,2,1,2,10,77,3,1,1,1,#NULL!,1,#NULL!,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,"0,2 km",1,Suntik,2,1,1,1,1,1,Tidak Stunting
Hendrika Nealy,0298 Darwin Center,North Carolina,United States,1.81E+14,160,70,3,38,2,1,2,2,1,2000000,1,20,1,3,Hendrika Nealy,0.89,2,1,3000,48,2,2,1,2,3,50,3,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,"0,03 km",2,,2,1,1,1,1,1,Tidak Stunting
Jacquie Birk,386 Thompson Pass,Tennessee,United States,3.60E+15,167,76,3,24,1,1,1,1,1,1500000,1,21,1,1,Jacquie Birk,11,2,1,3600,47,1,2,1,1,10,73,3,1,1,1,#NULL!,1,#NULL!,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,"0,02 km",1,Suntik,1,1,1,1,1,2,Tidak Stunting
Gerrie O'Sculley,3 Sullivan Alley,Nebraska,United States,,#NULL!,#NULL!,#NULL!,25,2,2,3,2,2,3400000,1,22,1,1,Gerrie O'Sculley,20,2,1,3000,47,#NULL!,2,2,1,11,79,3,1,1,1,#NULL!,1,#NULL!,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,"0,1 km",2,,1,1,1,1,1,1,Stunting
Bearnard Caplis,4 Dryden Terrace,California,United States,,138,40,2,31,2,1,2,2,1,#NULL!,1,20,1,2,Bearnard Caplis,19,2,1,3500,48,1,2,1,1,8.9,75,2,1,1,1,#NULL!,1,#NULL!,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,"0,3 km",1,Suntik,1,1,1,1,1,1,Stunting
Murdoch Sjollema,124 Ramsey Center,Texas,United States,,149,45,2,30,1,1,2,2,1,800000,1,21,1,2,Murdoch Sjollema,20,2,1,3000,#NULL!,1,2,1,1,10,80,2,2,2,1,#NULL!,1,#NULL!,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1 km,1,Suntik,2,1,1,2,1,1,Stunting
Flss Dunstan,0344 Novick Road,California,United States,,155,48,2,27,3,1,3,1,#NULL!,2400000,1,19,1,2,Flss Dunstan,7,1,1,3600,48,2,2,1,2,7.9,69,3,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3 km,1,suntik,1,1,1,1,2,1,Tidak Stunting
Lindi Sharville,202 Melody Hill,Arkansas,United States,3.60E+15,135,43,2,25,4,1,4,1,1,2500000,#NULL!,1,1,1,Lindi Sharville,2,1,1,2000,47,1,2,2,1,55,59,3,1,1,1,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Alick Hacket,304 Hayes Hill,Colorado,United States,3.60E+15,155,48,2,30,1,1,2,1,1,500000,1,29,1,2,Alick Hacket,2,1,1,3800,48,#NULL!,2,2,1,4.5,58,3,2,2,2,1,,1,2,2,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Brod Blenkin,29656 Petterle Lane,Alabama,United States,,147,57,3,38,1,1,1,1,1,1000000,1,17,#NULL!,4,Brod Blenkin,12,1,1,2900,47,2,2,1,#NULL!,7,72,2,2,1,1,1,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,"0,4 km",1,suntik,2,1,1,1,1,1,Tidak Stunting
Angela Pinnington,5 Delaware Plaza,Texas,United States,,135,64,3,38,2,1,2,1,#NULL!,#NULL!,1,21,1,6,Angela Pinnington,9,1,1,3800,48,2,1,1,2,6.7,66,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Shelly Adriani,22 Nevada Crossing,Pennsylvania,United States,,148,54,2,27,2,1,2,1,1,2000000,1,18,1,2,Shelly Adriani,3,1,1,3300,#NULL!,2,2,2,2,6.2,62,3,1,2,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3 km,2,,1,1,1,1,1,1,Tidak Stunting
Fulton Questier,206 Lake View Road,Florida,United States,,147,45,2,#NULL!,2,1,1,1,1,1000000,1,23,1,2,Fulton Questier,16,1,1,4000,49,1,2,1,#NULL!,10,77,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Bertrand Drinkall,6381 Dovetail Street,Iowa,United States,,142,53,3,23,2,1,1,1,1,1000000,#NULL!,17,#NULL!,2,Bertrand Drinkall,4,1,1,3000,#NULL!,1,2,1,2,7.2,62,4,1,1,1,2,supaya gemuk,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Tidak Stunting
Jacklin Grimley,286 Emmet Point,Ohio,United States,,144,42,1,28,2,1,3,2,1,1500000,1,20,1,2,Jacklin Grimley,3.5,1,1,1500,#NULL!,1,2,1,1,6.8,62.5,3,1,1,1,1,,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Dorie Jedrzejkiewicz,54 Red Cloud Circle,District of Columbia,United States,3.60E+15,155,64,3,31,2,1,1,1,1,1500000,#NULL!,21,1,2,Dorie Jedrzejkiewicz,15,1,1,4000,41,2,2,1,2,11.3,83,3,1,1,1,1,,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,"0,2 km",2,,2,1,1,1,1,2,Tidak Stunting
Rozalin Goodby,25878 Susan Center,Washington,United States,3.60E+15,135,56,3,33,2,1,1,1,1,600000,#NULL!,22,1,2,Rozalin Goodby,16,1,1,3000,46,1,2,1,2,10.1,76,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Carol Dinse,17 Becker Hill,Colorado,United States,,154,71,3,29,2,1,1,1,#NULL!,1000000,1,18,1,3,Carol Dinse,4,1,#NULL!,3500,58,1,2,1,1,8,64,4,1,2,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1 km,1,suntik,2,1,1,2,2,1,Tidak Stunting
Lorrie Olliffe,57 Summit Center,Oklahoma,United States,3.60E+15,159,63,3,29,3,1,2,2,2,4000000,1,19,1,2,Lorrie Olliffe,2,1,1,4500,49,1,2,2,2,5.5,60,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Bobbye Glaze,432 Vahlen Alley,District of Columbia,United States,,148,43,2,#NULL!,2,1,2,2,1,500000,1,23,1,1,Bobbye Glaze,23,1,1,3100,50,2,2,1,1,10.5,87,2,1,1,1,1,anak harus sehat,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2 km,1,suntik,1,1,1,1,1,1,Tidak Stunting
Anthea Prestwich,1 Prairieview Pass,Ohio,United States,,152,53.5,2,21,3,1,3,1,2,3200000,1,19,1,1,Anthea Prestwich,9,1,1,2800,#NULL!,2,1,1,1,8.8,71.5,3,2,1,1,1,Program,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,"1,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Haily Wimes,7 Sachtjen Point,Florida,United States,,151,50,2,#NULL!,#NULL!,#NULL!,3,2,#NULL!,#NULL!,1,17,1,#NULL!,Haily Wimes,17,1,1,3500,#NULL!,1,1,2,1,10,78,3,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Donny Sirette,09 Mallory Drive,Florida,United States,,151,62,3,31,1,1,2,2,1,500000,1,24,1,3,Donny Sirette,6,1,1,2800,48,2,2,1,1,6.7,65,2,1,1,2,#NULL!,2,#NULL!,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,500meter,1,Suntik 3 ,1,1,1,1,1,1,Stunting
Karol McWaters,338 Melvin Junction,Pennsylvania,United States,,143,60,3,31,1,1,1,2,1,#NULL!,1,20,1,3,Karol McWaters,16,2,1,3500,40,2,2,1,1,8.5,75,2,1,1,1,1,,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,"0,05 km",1,Suntik,1,1,1,1,1,2,Stunting
Freddi Lorentz,8118 Eagle Crest Pass,Rhode Island,United States,,137,48,3,23,3,1,3,2,2,3500000,1,22,1,1,Freddi Lorentz,7,2,1,2900,48,1,2,1,1,6.6,65,3,1,1,1,1,posyandu,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0.03 km,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Caro Pacitti,0 Blue Bill Park Road,Colorado,United States,,150,70,3,33,1,1,1,1,#NULL!,1500000,1,18,1,3,Caro Pacitti,16,2,1,2500,46,1,2,1,1,10,77,3,1,1,1,1,Asi udah ga keluar,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2 km,1,Suntik,2,1,1,1,1,1,Stunting
Benedicto Vinden,02396 Schlimgen Park,Michigan,United States,,145,55,3,30,2,1,1,1,1,#NULL!,1,22,1,2,Benedicto Vinden,15,2,1,3800,49,1,2,1,1,7.9,73,3,1,1,1,1,posyandu,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3 km,1,suntik,1,1,1,1,1,1,Tidak Stunting
Lidia Labbati,6 American Ash Court,New York,United States,,142,54,3,31,1,1,2,1,2,3000000,1,25,1,2,Lidia Labbati,20,2,1,3800,#NULL!,2,2,1,2,11,82,3,1,1,1,2,sypaya gemuk,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,"0,2 km",1,Suntik,1,1,1,1,1,1,Tidak Stunting
Fairfax Ind,46 Fuller Pass,Florida,United States,,150,49,2,37,1,1,1,2,1,#NULL!,1,16,1,4,Fairfax Ind,16,1,1,#NULL!,#NULL!,2,2,1,2,9.2,77,2,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,Tidak Stunting
Allin Kirsopp,1 Golden Leaf Pass,Kentucky,United States,3.60E+15,#NULL!,#NULL!,#NULL!,#NULL!,1,2,2,2,1,500000,3,#NULL!,2,1,Allin Kirsopp,16,2,1,#NULL!,#NULL!,1,2,2,2,10.7,81,4,2,1,1,1,Menambah asupan,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,"0,2 km",2,,1,1,1,1,1,2,Tidak Stunting
